Ticker,AMZN,AMZN,AMZN,AMZN,AMZN,GOOG,GOOG,GOOG,GOOG,GOOG,TSLA,TSLA,TSLA,TSLA,TSLA,NVDA,NVDA,NVDA,NVDA,NVDA,SPOT,SPOT,SPOT,SPOT,SPOT,MSFT,MSFT,MSFT,MSFT,MSFT,GS,GS,GS,GS,GS,AAPL,AAPL,AAPL,AAPL,AAPL,JPM,JPM,JPM,JPM,JPM,LMT,LMT,LMT,LMT,LMT
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-15,165.5709991455078,170.52099609375,165.1999969482422,170.4510040283203,103598000,141.23349226932052,141.23349226932052,140.10571197349168,140.71206665039062,21250000,274.5799865722656,281.07000732421875,274.1166687011719,281.010009765625,56773800,21.766379406120517,21.88713769511986,21.618676594338883,21.818275451660156,226994000,248.9199981689453,249.61000061035156,243.4199981689453,247.39999389648438,813300,292.55129699928466,294.5929980202647,290.7902150726535,294.3607482910156,25384800,363.40719717658186,367.8875645640397,358.0144865208132,366.8036193847656,6451400,140.61085293662728,141.71601256743847,140.35655653383176,141.65733337402344,67940300,148.86946568059687,150.50805797767742,147.78006110657725,150.00387573242188,14267400,326.74681772505016,328.66725989208936,326.21734938491403,328.1108703613281,952700
2021-10-18,169.41799926757812,172.45849609375,169.2550048828125,172.33700561523438,63482000,140.2537104011497,142.02682434979795,140.2537104011497,141.98883056640625,16564000,283.92999267578125,291.7533264160156,283.8233337402344,290.03668212890625,72621600,21.70550339945593,22.246419237930105,21.60071194866047,22.17755699157715,189494000,247.22999572753906,250.55999755859375,245.49000549316406,248.82000732421875,763500,293.74150347823866,298.2312616290106,292.8899899851107,297.341064453125,22729300,368.556112411401,375.7192878288759,368.1857554295508,373.6868591308594,3832300,140.29784030967528,143.6133481739968,140.01421930853004,143.32972717285156,85589200,149.88679946415567,151.80450503191824,149.3736189704041,149.9498291015625,12672900,326.95319745007083,330.1390176691523,324.7545605643257,327.5544738769531,1014600
2021-10-19,171.71449279785156,172.7344970703125,171.10000610351562,172.20750427246094,47722000,142.31760100252214,143.12754911615338,142.12341895814004,142.84449768066406,15316000,292.510009765625,292.6499938964844,287.5033264160156,288.0899963378906,52143300,22.231450425900317,22.33424508099989,21.992929973646753,22.245424270629883,161473000,250.25,256.1300048828125,247.4499969482422,255.61000061035156,1056000,298.366812038452,299.28603695353723,297.27339239259845,298.2507019042969,17682100,375.0327398749556,375.63796405721155,370.07362306825473,372.3047790527344,2568300,143.7795892346543,145.89212886384934,143.32970565575582,145.4911346435547,76378900,150.71511159477797,151.84052316205657,149.97684875036896,151.7685089111328,8053900,328.900541498461,333.10041087164865,326.34291925911526,333.001708984375,1051300
2021-10-20,172.63299560546875,173.14300537109375,170.01849365234375,170.7530059814453,42796000,143.24226195551748,143.26734361153143,140.9474647136511,141.44703674316406,17940000,288.45001220703125,289.8299865722656,285.7933349609375,288.6000061035156,42096300,22.260391605716656,22.388135872064105,21.93803763255943,22.058795928955078,146276000,258.2900085449219,258.6099853515625,249.66000366210938,251.17999267578125,736700,299.19889456122667,299.6730502203194,296.1992554003437,297.4571838378906,16537100,371.25694753900643,374.2649296561967,366.92111100313764,368.44769287109375,2453400,145.43245616972183,146.45938640466994,144.8651993263839,145.9801483154297,58418800,151.5254404910299,153.83927990107986,150.76916709351497,153.81227111816406,8185600,333.63891374409934,334.34787494061806,331.86203301665586,333.05560302734375,955200
2021-10-21,170.71249389648438,172.01400756835938,170.14999389648438,171.75050354003906,37628000,141.22557270852454,141.87860512647688,140.67433696616715,141.81007385253906,14850000,285.3333435058594,300.0,285.1666564941406,298.0,94444500,22.052808510361146,22.665580896524094,22.038836569760935,22.646617889404297,187590000,251.08999633789062,263.0400085449219,250.83999633789062,255.0,1093500,297.2249651602557,300.9502925339426,296.44116284819944,300.69873046875,16918100,367.4630198760223,372.7563807226596,365.4938293254123,368.1766357421875,2162100,145.54006729554342,146.35183078139093,144.62072033751141,146.19534301757812,61421000,153.7402296994104,154.253424005892,151.86754306572266,152.60581970214844,8415200,333.50430836210603,334.9670902794075,329.4749483319867,334.8594055175781,803600
2021-10-22,171.0500030517578,171.49200439453125,166.56500244140625,166.77749633789062,62782000,139.39706703841122,140.59636420413273,136.23818786571272,137.68280029296875,30182000,298.5,303.3333435058594,296.9866638183594,303.2266540527344,68642400,22.777353835554827,23.083739042087227,22.515878704929623,22.6805477142334,249384000,251.5,254.3699951171875,249.02000427246094,252.9600067138672,988000,300.35032585775446,301.0179884292561,297.8344988739321,299.1504821777344,17449300,370.34457889971696,375.19530361919476,369.54065488688406,374.2558898925781,2411000,146.40072504621372,146.879948270264,145.37379468633046,145.42269897460938,58883400,153.0830081308537,154.9376845131142,152.78589777768528,154.65858459472656,8817900,335.5683707246397,338.3413631482512,334.06072914444144,336.1696472167969,1092000
2021-10-25,166.75,167.38999938964844,164.88499450683594,166.01849365234375,44520000,137.86703939152696,138.25964686111496,135.81905782730348,137.8297882080078,21082000,316.84332275390625,348.3399963378906,314.73333740234375,341.6199951171875,188556300,22.927050380827104,23.308286297280308,22.724457292279613,23.119665145874023,230235000,252.05999755859375,259.19000244140625,250.5800018310547,257.8900146484375,1009600,299.344027778111,299.382740991033,296.5379251966183,298.15386962890625,17554500,375.9630995454775,378.9259272836072,373.3073910011485,374.644287109375,1824700,145.41292429505054,146.08776474244283,144.3762189390256,145.37380981445312,50720600,155.49586931865898,155.72095162899706,153.48812521913072,153.90228271484375,10159200,337.34521027811866,339.3105392848185,336.1785614896734,337.72210693359375,1350300
2021-10-26,167.47549438476562,170.80599975585938,167.19900512695312,168.80349731445312,53966000,139.65034433711952,139.88224736319526,138.06071289625487,138.72268676757812,28258000,341.5633239746094,364.9800109863281,333.8133239746094,339.4766540527344,187245000,23.941023526757064,25.208484047502996,23.87615299049718,24.667566299438477,485898000,260.3399963378906,263.69000244140625,251.57000732421875,252.1999969482422,1672600,300.9309318219303,302.2855989210109,298.6086411478596,300.0697326660156,28107300,376.10763714119423,379.21499647344655,373.75003348324327,377.22772216796875,1843300,146.0485779850241,147.52539140352314,145.73560260115036,146.03880310058594,60893400,153.95631054218558,155.2978061469524,153.54215301884273,154.31643676757812,8015100,312.5946726476444,315.1702611940637,292.55552841124796,297.8592224121094,9439700
